:ID,:LABEL,lemma,annotator,line_id,line_text
297,RAKSHASA,मत्त,4,1,https://archive.org/details/dli.ernet.199817/
298,MONKEY,ऋषभ-स्कन्ध,4,1,https://archive.org/details/dli.ernet.199817/
299,RAKSHASA,इन्द्रजित्,4,1,https://archive.org/details/dli.ernet.199817/
300,MONKEY,ऋषि-पुत्र,4,1,https://archive.org/details/dli.ernet.199817/
301,COUNTRY,ऋष्टिक,4,1,https://archive.org/details/dli.ernet.199817/
302,HILL,ऋष्यमुख,4,1,https://archive.org/details/dli.ernet.199817/
303,MAHARSHI,विभाण्डक,4,1,https://archive.org/details/dli.ernet.199817/
304,RISHI,काश्यप,4,1,https://archive.org/details/dli.ernet.199817/
305,RAKSHASHI,एकजटा,4,1,https://archive.org/details/dli.ernet.199817/
306,VILLAGE,एकसाल,4,1,https://archive.org/details/dli.ernet.199817/
307,RIVER,स्थाणुमती,4,1,https://archive.org/details/dli.ernet.199817/
308,HUMAN,इरावती,4,1,https://archive.org/details/dli.ernet.199817/
309,CITY,ऐलधान,4,1,https://archive.org/details/dli.ernet.199817/
310,RISHI,ओङ्कार,4,1,https://archive.org/details/dli.ernet.199817/
311,RISHI,बुध,4,1,https://archive.org/details/dli.ernet.199817/
312,RIKSHA,जाम्बवान्,4,1,https://archive.org/details/dli.ernet.199817/
313,HILL,ओषधि पर्वत,4,1,https://archive.org/details/dli.ernet.199817/
314,MONKEY,हनूमान्,4,1,https://archive.org/details/dli.ernet.199817/
316,RISHI,कण्डु 1,4,1,https://archive.org/details/dli.ernet.199817/
317,COW,गौः,4,1,https://archive.org/details/dli.ernet.199817/
318,MAHARSHI,कण्डु 2,4,1,https://archive.org/details/dli.ernet.199817/
319,RISHI,कण्व,4,1,https://archive.org/details/dli.ernet.199817/
320,HUMAN,कद्रु,4,1,https://archive.org/details/dli.ernet.199817/
321,HUMAN,क्रोधवशा,4,1,https://archive.org/details/dli.ernet.199817/
322,PLACE,कनखल,4,1,https://archive.org/details/dli.ernet.199817/
323,DEVA,कन्दर्प,4,1,https://archive.org/details/dli.ernet.199817/
324,DEVA,कामदेव,4,1,https://archive.org/details/dli.ernet.199817/
325,DEVA,शङ्कर,4,1,https://archive.org/details/dli.ernet.199817/
326,RAKSHASA,कपट,4,1,https://archive.org/details/dli.ernet.199817/
327,INCARNATION,कपिल,4,1,https://archive.org/details/dli.ernet.199817/
328,HUMAN,पुत्राः,4,1,https://archive.org/details/dli.ernet.199817/
329,RIVER,कपीवती,4,1,https://archive.org/details/dli.ernet.199817/
330,RAKSHASA,कबन्ध,4,1,https://archive.org/details/dli.ernet.199817/
331,TRIBE,शबरी,4,1,https://archive.org/details/dli.ernet.199817/
332,RAKSHASA,कम्पन,4,1,https://archive.org/details/dli.ernet.199817/
333,RAKSHASA,करवीराक्ष,4,1,https://archive.org/details/dli.ernet.199817/
334,RAKSHASA,खर,4,1,https://archive.org/details/dli.ernet.199817/
335,RAKSHASA,कराल,4,1,https://archive.org/details/dli.ernet.199817/
336,CITY,कारुष,4,1,https://archive.org/details/dli.ernet.199817/
337,RAKSHASHI,ताटका,4,1,https://archive.org/details/dli.ernet.199817/
338,RAKSHASA,मारीच,4,1,https://archive.org/details/dli.ernet.199817/
340,RAKSHASHI,कला,4,1,https://archive.org/details/dli.ernet.199817/
341,TOWN,कलिङ्ग 1,4,1,https://archive.org/details/dli.ernet.199817/
342,TOWN,कलिङ्ग 2,4,1,https://archive.org/details/dli.ernet.199817/
343,CLASS_OF_DAITYAS,कवचगण,4,1,https://archive.org/details/dli.ernet.199817/
344,RISHI,कवष,4,1,https://archive.org/details/dli.ernet.199817/
346,YAJNA,अश्वमेध,4,1,https://archive.org/details/dli.ernet.199817/
347,HUMAN,काकुत्स्थ,4,1,https://archive.org/details/dli.ernet.199817/
348,CITY,विशाला,4,1,https://archive.org/details/dli.ernet.199817/
349,HUMAN,सोमदत्त,4,1,https://archive.org/details/dli.ernet.199817/
350,HILL,काञ्चन 1,4,1,https://archive.org/details/dli.ernet.199817/
351,PRIEST,काञ्चन 2,4,1,https://archive.org/details/dli.ernet.199817/
353,HUMAN,कात्यायन,4,1,https://archive.org/details/dli.ernet.199817/
354,RANGE_OF_HILLS,काम,4,1,https://archive.org/details/dli.ernet.199817/
355,MONKEY,शतवल,4,1,https://archive.org/details/dli.ernet.199817/
356,RAKSHASA,प्रहस्त,4,1,https://archive.org/details/dli.ernet.199817/
357,RAKSHASA,कुम्भहनु,4,1,https://archive.org/details/dli.ernet.199817/
358,RAKSHASHI,कुम्भीनसी,4,1,https://archive.org/details/dli.ernet.199817/
359,RAKSHASA,मधु,4,1,https://archive.org/details/dli.ernet.199817/
360,RAKSHASA,सुमाली,4,1,https://archive.org/details/dli.ernet.199817/
361,RAKSHASHI,केतुमती,4,1,https://archive.org/details/dli.ernet.199817/
362,COUNTRY,कुरु,4,1,https://archive.org/details/dli.ernet.199817/
363,FOREST,कुरुः,4,1,https://archive.org/details/dli.ernet.199817/
364,RAKSHASA,कुबेर,4,1,https://archive.org/details/dli.ernet.199817/
365,GARDEN,उद्यानम्,4,1,https://archive.org/details/dli.ernet.199817/
366,LAND,कुरुजाङ्गल,4,1,https://archive.org/details/dli.ernet.199817/
